instance_id,task_type,variant_type,lang,repo,original_split,empirical_success_rate,reward_mean,reward_std,difficulty,difficulty_score,train_recommended,n_f2p_effective,n_p2p_effective,prompt_tokens
opencodeinstruct-63af4b92d851,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-8c90aa19eb13,unittest_function,ut_function,en,,train,0.5,0.6093160908505318,0.3999747937684518,easy,5,True,0,0,-1
opencodeinstruct-e6e314463bbe,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-4f4c5c4dc05b,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-7aa5fc7e9322,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-fa7502ea09e5,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-23e7e2c074f8,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-fb4c97ac6348,unittest_function,ut_function,en,,train,0.0,0.12651650429449554,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-c67fab868c06,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-b3bcd0cd7c24,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-33b96f8d266f,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-4c013ccc1939,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-3282cc74bf6b,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-bece63e730e2,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-ea9451922932,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-557c78f1c166,unittest_function,ut_function,en,,train,0.75,0.775,0.3897114317029974,easy,2,True,0,0,-1
opencodeinstruct-8722e5469e24,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-d342e711a744,unittest_function,ut_function,en,,train,0.875,0.8875,0.29764702249476643,very_easy,1,True,0,0,-1
opencodeinstruct-1640eb160b09,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-12e4c0b863f5,unittest_function,ut_function,en,,train,0.125,0.4982738033247041,0.18963467752130214,hard,9,True,0,0,-1
opencodeinstruct-6663dc645130,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-a40e1fe4e8d5,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-655e5a7e3682,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-b94cc3f1656d,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-8cfbaab994b0,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-d23b863d1477,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-c6c351fc4f9a,unittest_pytest,ut_pytest,en,,train,0.25,0.6673265984407288,0.19206907794247366,medium,8,True,0,0,-1
kodcode-5d09afa2628f,unittest_pytest,ut_pytest,en,,train,0.0,0.43956571903670794,0.12791320933254008,very_hard,10,True,0,0,-1
kodcode-87fd5d5d3b1a,unittest_pytest,ut_pytest,en,,train,0.375,0.46971370023173353,0.43617861004519687,medium,6,True,0,0,-1
kodcode-ac896241a6e5,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-55397b6de8b8,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-ee85ff88662d,unittest_pytest,ut_pytest,en,,train,0.75,0.828665631459995,0.3155731254860065,easy,2,True,0,0,-1
kodcode-1ad723fc371d,unittest_pytest,ut_pytest,en,,train,0.875,0.875,0.33071891388307384,very_easy,1,True,0,0,-1
kodcode-0b13ad656989,unittest_pytest,ut_pytest,en,,train,0.75,0.88233126291999,0.20380823108504134,easy,2,True,0,0,-1
kodcode-980a4c6822ab,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-aad68193734c,unittest_pytest,ut_pytest,en,,train,0.125,0.34531566172707195,0.2474474209027219,hard,9,True,0,0,-1
opencodeinstruct-82a4e67f7b10,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-70365e2fc1ff,unittest_pytest,ut_pytest,en,,train,0.125,0.25613413993878115,0.3034476292194593,hard,9,True,0,0,-1
kodcode-97f7d566bcc3,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-88f0596c549c,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-25a3be5f6b88,unittest_pytest,ut_pytest,en,,train,0.875,0.9223568501158668,0.20542446560113006,very_easy,1,True,0,0,-1
kodcode-b04eac028a41,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-031431195650,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-83c46af14126,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-5822e949e671,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-eba2a46c0a30,unittest_pytest,ut_pytest,en,,train,0.75,0.8585709373679503,0.25246148151228104,easy,2,True,0,0,-1
kodcode-d30037186391,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-f122d7166b42,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-9c53b720df42,unittest_pytest,ut_pytest,en,,train,0.25,0.4367375751795136,0.34494609066087617,medium,8,True,0,0,-1
kodcode-8e5473483695,unittest_pytest,ut_pytest,en,,train,0.125,0.5534975027401227,0.16876208107413346,hard,9,True,0,0,-1
kodcode-8b0d1a5f4091,unittest_pytest,ut_pytest,en,,train,0.375,0.7065425613402055,0.2309894397648148,medium,6,True,0,0,-1
kodcode-af46e5050a14,unittest_pytest,ut_pytest,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-2d0ed1df08c1,unittest_pytest,ut_pytest,en,,train,0.875,0.941165631459995,0.15566110770037564,very_easy,1,True,0,0,-1
opencodeinstruct-13d6d4cb98c9,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-abe63b0f5b12,unittest_function,ut_function,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
ko-native-2520a9c10851,unittest_function,ut_function,ko,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
ko-native-dac6b4ea4f3c,unittest_function,ut_function,ko,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
ko-native-ab8ba0188348,unittest_function,ut_function,ko,,train,0.875,0.9283248290463864,0.18963467752130211,very_easy,1,True,0,0,-1
rstar-bfa999d60d00,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-8aaf85acf255,unittest_stdio,ut_stdio,en,,train,0.5,0.7004608665147404,0.3060481951986763,easy,5,True,0,0,-1
rstar-465d67c04756,unittest_stdio,ut_stdio,en,,train,0.25,0.275,0.42056509603151804,medium,8,True,0,0,-1
rstar-fc469b0d1549,unittest_stdio,ut_stdio,en,,train,0.0,0.31213203435596426,0.0,unsolved_no_signal,10,False,0,0,-1
rstar-6af4cb9525f7,unittest_stdio,ut_stdio,en,,train,0.625,0.8253227951097843,0.22632841453839422,easy,4,True,0,0,-1
rstar-13cbb56b8380,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-675bdfb30a49,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-a5cedea1e7c7,unittest_stdio,ut_stdio,en,,train,0.875,0.8875,0.29764702249476643,very_easy,1,True,0,0,-1
rstar-985c0ae9f872,unittest_stdio,ut_stdio,en,,train,0.0,0.3673169155390906,0.0,unsolved_no_signal,10,False,0,0,-1
rstar-53e698f28795,unittest_stdio,ut_stdio,en,,train,0.125,0.2,0.304138126514911,hard,9,True,0,0,-1
opencodeinstruct-1e256d1b23f4,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-637e1f298ca3,unittest_function,ut_function,en,,train,0.0,0.5293250516799597,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-0cff08a150ce,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-707b6c0fea62,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-c8a4751fd068,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-5c8745d86407,unittest_function,ut_function,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-e80bbaa32124,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-fd4a911ab0a9,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-549662e6d07b,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-097ad849df9e,unittest_function,ut_function,en,,train,0.875,0.8875,0.29764702249476643,very_easy,1,True,0,0,-1
opencodeinstruct-9669a70d8cf3,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-65ff26bb8fe7,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-c21c729f7abc,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-bd5e6567db0c,unittest_function,ut_function,en,,train,0.75,0.7907134840263678,0.3624948790054065,easy,2,True,0,0,-1
opencodeinstruct-4c319e79c3c8,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-4de8f08a23dd,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-802be8a19253,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-6dce98ba55ba,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-c70f68abcbee,unittest_function,ut_function,en,,train,0.0,0.15366563145999496,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-cd35292d1732,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-1b21a8b63c90,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-1a8fc6e782d1,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-5d325394d702,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-d92c286cb67a,unittest_function,ut_function,en,,train,0.0,0.602831488843767,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-91d315c9d4be,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-9add2e01b3cf,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-21231662ddcc,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-5a148dccee84,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-590876a86ce4,unittest_pytest,ut_pytest,en,,train,0.75,0.8724278579257494,0.2209614317029974,easy,2,True,0,0,-1
opencodeinstruct-ed3f199dd69e,unittest_function,ut_function,en,,train,0.75,0.8397939096587247,0.27748508815305845,easy,2,True,0,0,-1
kodcode-0bf0739d6a42,unittest_pytest,ut_pytest,en,,train,0.0,0.35917563863489865,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-339ca5672330,unittest_pytest,ut_pytest,en,,train,0.375,0.6025340752386448,0.31541938210256565,medium,6,True,0,0,-1
kodcode-d79984794e01,unittest_pytest,ut_pytest,en,,train,0.75,0.8940340128278994,0.18353847365627005,easy,2,True,0,0,-1
kodcode-195d60ac74ba,unittest_pytest,ut_pytest,en,,train,0.5,0.7009122707088322,0.30745640814846453,easy,5,True,0,0,-1
kodcode-77e4863d72b3,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-09a55ca0dbd5,unittest_pytest,ut_pytest,en,,train,0.5,0.6417778479988976,0.36032868803036405,easy,5,True,0,0,-1
kodcode-e0c157ae0efe,unittest_pytest,ut_pytest,en,,train,0.375,0.6810696448143734,0.24704239084678967,medium,6,True,0,0,-1
kodcode-ca9703a1ef5a,unittest_pytest,ut_pytest,en,,train,0.25,0.6469937887599697,0.20380823108504134,medium,8,True,0,0,-1
kodcode-a48290e81185,unittest_pytest,ut_pytest,en,,train,0.0,0.5293250516799597,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-b506c218cdf0,unittest_pytest,ut_pytest,en,,train,0.5,0.6228041820378873,0.38360889880670856,easy,5,True,0,0,-1
kodcode-3b90f3805c72,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-a79fbebabdf8,unittest_pytest,ut_pytest,en,,train,0.0,0.4622089663122214,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-593227444cb9,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-1b181fcb6944,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-4092f182e74a,unittest_pytest,ut_pytest,en,,train,0.375,0.5360598559653489,0.36551580268913025,medium,6,True,0,0,-1
kodcode-b5e90541ebb7,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-cd9c8d720a3d,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-d1325f058c5b,unittest_pytest,ut_pytest,en,,train,0.375,0.7066032608199045,0.23150787252570063,medium,6,True,0,0,-1
kodcode-b3ae0bab8cde,unittest_pytest,ut_pytest,en,,train,0.375,0.7350850320697486,0.20520225179098708,medium,6,True,0,0,-1
opencodeinstruct-9778526646b5,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-fc7f066ff75f,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-f7da9e6aedef,unittest_pytest,ut_pytest,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-4358448926ff,unittest_pytest,ut_pytest,en,,train,0.125,0.4167307158514987,0.2785180041508936,hard,9,True,0,0,-1
kodcode-e43ba335d0d6,unittest_pytest,ut_pytest,en,,train,0.875,0.8875,0.29764702249476643,very_easy,1,True,0,0,-1
kodcode-2addbd7e8fb5,unittest_pytest,ut_pytest,en,,train,0.25,0.3910250501637344,0.3871533979064748,medium,8,True,0,0,-1
kodcode-fd3b37095c4b,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-8f8cf093f4e6,unittest_pytest,ut_pytest,en,,train,0.5,0.7646625258399798,0.23533747416002015,easy,5,True,0,0,-1
kodcode-b9e2c0617d85,unittest_pytest,ut_pytest,en,,train,0.5,0.6982317653203928,0.30176823467960723,easy,5,True,0,0,-1
ko-native-921aa8669644,unittest_function,ut_function,ko,,train,0.875,0.9283248290463864,0.18963467752130211,very_easy,1,True,0,0,-1
rstar-58b9e82f8eae,unittest_stdio,ut_stdio,en,,train,0.25,0.40664622731649647,0.4275406506277809,medium,8,True,0,0,-1
rstar-acf6abbb2130,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-d6e837812813,unittest_stdio,ut_stdio,en,,train,0.0,0.2879665392264545,0.041855865354369186,very_hard,10,True,0,0,-1
rstar-9bb6013f1c7e,unittest_stdio,ut_stdio,en,,train,0.75,0.8129473319220206,0.32398472480237744,easy,2,True,0,0,-1
rstar-cb39a6662bd1,unittest_stdio,ut_stdio,en,,train,0.75,0.775,0.3897114317029974,easy,2,True,0,0,-1
rstar-a9f02611e3c6,unittest_stdio,ut_stdio,en,,train,0.25,0.6247059220970147,0.24301994839173507,medium,8,True,0,0,-1
rstar-900bc7bca106,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-7e25a2d60997,unittest_stdio,ut_stdio,en,,train,0.125,0.4464023010967043,0.20924026252510503,hard,9,True,0,0,-1
rstar-1a8ede5ef36a,unittest_stdio,ut_stdio,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
rstar-97db0ef8f87e,unittest_stdio,ut_stdio,en,,train,0.75,0.775,0.3897114317029974,easy,2,True,0,0,-1
rstar-c26e339781d0,unittest_stdio,ut_stdio,en,,train,0.125,0.43829245463299293,0.35944964664291673,hard,9,True,0,0,-1
rstar-5ea456cc4dcd,unittest_stdio,ut_stdio,en,,train,0.125,0.6732617956077376,0.12349543323510262,hard,9,True,0,0,-1
rstar-ec19e916768e,unittest_stdio,ut_stdio,en,,train,0.625,0.625,0.4841229182759271,easy,4,True,0,0,-1
rstar-7b943347ad90,unittest_stdio,ut_stdio,en,,train,0.5,0.5918292288847726,0.4283323393673927,easy,5,True,0,0,-1
opencodeinstruct-70c7f4bafe62,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-4eab6f050b4e,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-1b00aae6663b,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-52de7274e6ac,unittest_function,ut_function,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-ded3b62e0c9f,unittest_function,ut_function,en,,train,0.875,0.94888656650176,0.13523343369098134,very_easy,1,True,0,0,-1
opencodeinstruct-ef456eb3b83b,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-eafd499b0b31,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-b3c720446a1a,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-5fe3d972bfcd,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-0b8a63b04ff6,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-f768ffad9b37,unittest_function,ut_function,en,,train,0.75,0.8724278579257494,0.2209614317029974,easy,2,True,0,0,-1
opencodeinstruct-550573f75fcb,unittest_function,ut_function,en,,train,0.75,0.8566496580927726,0.24829007546568788,easy,2,True,0,0,-1
opencodeinstruct-6a2c7b24f4ef,unittest_function,ut_function,en,,train,0.875,0.9515361226184097,0.12822336712161614,very_easy,1,True,0,0,-1
opencodeinstruct-9592c67fce16,unittest_function,ut_function,en,,train,0.0,0.4265986323710904,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-f4cc906d11f6,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-50c44a715379,unittest_function,ut_function,en,,train,0.125,0.6607528583288678,0.12822336712161614,hard,9,True,0,0,-1
opencodeinstruct-3324cfcabd45,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-b86b3d4aaf2a,unittest_function,ut_function,en,,train,0.0,0.25178932768808227,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-19e4b4cfc9aa,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-0d2e7690a54b,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-5982df7f0342,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-0ea17f209f5a,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-79cef2599bd6,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-dd4138f32239,unittest_function,ut_function,en,,train,0.5,0.7880680256557989,0.21193197434420108,easy,5,True,0,0,-1
opencodeinstruct-b2f9da6df763,unittest_function,ut_function,en,,train,0.375,0.7061345936327168,0.22944966920437593,medium,6,True,0,0,-1
opencodeinstruct-3dba03d41445,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-f16142fdbc5d,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-f6aa98c187a6,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-664fa0f347a9,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-194382fc11e4,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-c263624551ba,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-33ba7685935d,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-e6c9fec73d65,unittest_function,ut_function,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-15466cb3ed59,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-42107edf6b4a,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-cbfdedbefcf3,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-2a72791b62fd,unittest_pytest,ut_pytest,en,,train,0.125,0.6291190448976481,0.14017982474441928,hard,9,True,0,0,-1
kodcode-c9b7ae0b55a8,unittest_pytest,ut_pytest,en,,train,0.0,0.48971143170299736,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-755e26c73549,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-eacea05cfa24,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-8cba63d6ff26,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-15d410e83c4b,unittest_pytest,ut_pytest,en,,train,0.75,0.7890165042944955,0.3736726599709877,easy,2,True,0,0,-1
kodcode-d44b96507cda,unittest_pytest,ut_pytest,en,,train,0.25,0.6673265984407288,0.19206907794247366,medium,8,True,0,0,-1
kodcode-de18e5eb7ae1,unittest_pytest,ut_pytest,en,,train,0.75,0.8724278579257494,0.2209614317029974,easy,2,True,0,0,-1
kodcode-3ae147aa34e9,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-a2f164c73db0,unittest_pytest,ut_pytest,en,,train,0.125,0.6291190448976481,0.14017982474441928,hard,9,True,0,0,-1
kodcode-b1540d08556c,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-3e2bed14f216,unittest_pytest,ut_pytest,en,,train,0.875,0.8875,0.29764702249476643,very_easy,1,True,0,0,-1
kodcode-4c836c462d47,unittest_pytest,ut_pytest,en,,train,0.5,0.6952785948420105,0.32013027742299155,easy,5,True,0,0,-1
kodcode-54f2abb985d7,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-d6082e1ba22f,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-d581bb83eb53,unittest_function,ut_function,en,,train,0.875,0.9515361226184097,0.12822336712161614,very_easy,1,True,0,0,-1
kodcode-b5a995ee2410,unittest_pytest,ut_pytest,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-20f6df83f22d,unittest_pytest,ut_pytest,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-1f0251a1167a,unittest_pytest,ut_pytest,en,,train,0.625,0.7670705503476003,0.3007106264483344,easy,4,True,0,0,-1
opencodeinstruct-6f5a45640d83,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-20f128cdc381,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-718eb0e904f9,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-8b3baf470db7,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-b519b3758d68,unittest_pytest,ut_pytest,en,,train,0.0,0.5293250516799597,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-12e8e5076e08,unittest_pytest,ut_pytest,en,,train,0.875,0.9019337567297406,0.25945889170346775,very_easy,1,True,0,0,-1
kodcode-7dea1dd2b2c9,unittest_pytest,ut_pytest,en,,train,0.5,0.7782177322938193,0.22178226770618076,easy,5,True,0,0,-1
kodcode-45e0b1b0a127,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-b86183b147cb,unittest_pytest,ut_pytest,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-38394d0947c5,unittest_pytest,ut_pytest,en,,train,0.0,0.3859527592127818,0.17048270537485669,very_hard,10,True,0,0,-1
opencodeinstruct-aa926e3a2e13,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-7927dccbc496,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
ko-native-db2ae5f31ace,unittest_function,ut_function,ko,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
ko-native-5df1a184aac1,unittest_function,ut_function,ko,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-927a1c325202,unittest_stdio,ut_stdio,en,,train,0.875,0.8875,0.29764702249476643,very_easy,1,True,0,0,-1
rstar-dc360737d105,unittest_stdio,ut_stdio,en,,train,0.125,0.125,0.33071891388307384,hard,9,True,0,0,-1
rstar-40f4c57aaa37,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-971edcd34793,unittest_stdio,ut_stdio,en,,train,0.125,0.3981155300614687,0.22749094649275503,hard,9,True,0,0,-1
