instance_id,repo_or_image,data_source,n_f2p,n_p2p,p_hat,difficulty_band,subset,has_gold_patch,has_buggy_files,prompt_len_chars,harness_kind,language
cantools__cantools.0c6a7871.combine_file__2oh5mvgj,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,42,330,0.6,learnable,core,True,True,91673,swe_smith,ko
bottlepy__bottle.a8dfef30.func_basic__45wy7s38,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,8,357,0.4,learnable,core,True,True,361594,swe_smith,en
cantools__cantools.0c6a7871.combine_file__4g7nfp5f,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,8,364,0.25,learnable,core,True,True,421608,swe_smith,ko
cknd__stackprinter.219fcc52.combine_file__seyzvgoz,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,3,3,0.4,learnable,core,True,True,90797,swe_smith,en
jaraco__inflect.c079a96a.func_basic__di30lmvg,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,8,142,0.75,learnable,core,True,True,187687,swe_smith,en
pudo__dataset.5c2dc8d3.func_pm_remove_loop__iagokng5,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,2,57,0.4,learnable,core,True,True,79401,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_module__5kl4mgpe,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,23,66,0.6,learnable,core,True,True,110279,swe_smith,ko
agronholm__typeguard.b6a7e438.combine_file__7uri3gp4,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,7,449,0.4,learnable,core,True,True,229830,swe_smith,en
joke2k__faker.8b401a7d.combine_module__w9acb3f3,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,3,2100,0.4,learnable,core,True,True,300723,swe_smith,en
Knio__dominate.9082227e.pr_187,swesmith/Knio__dominate.9082227e,t15_repo_patch,65,0,0.4,learnable,core,True,True,90506,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__78ba7zwz,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,19,654,0.6,learnable,core,True,True,539534,swe_smith,ko
jd__tenacity.0d40e76f.combine_file__iaukvafj,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,7,116,0.6,learnable,core,True,True,159188,swe_smith,en
jaraco__inflect.c079a96a.func_basic__77wgjd4m,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,5,145,0.4,learnable,core,True,True,187906,swe_smith,en
pdfminer__pdfminer.six.1a8bd2f7.combine_file__9pxesytc,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,3,166,0.6,learnable,core,True,True,386781,swe_smith,ko
Cog-Creators__Red-DiscordBot.33e0eac7.combine_file__7yi8dsns,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,5,263,0.4,learnable,core,True,True,553094,swe_smith,ko
pygments__pygments.27649ebb.combine_file__45gu2r6d,swesmith/pygments__pygments.27649ebb,t15_repo_patch,16,5044,0.4,learnable,core,True,True,234274,swe_smith,ko
agronholm__exceptiongroup.0b4f4937.combine_module__fm0c4bll,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,84,5,0.25,learnable,core,True,True,110173,swe_smith,ko
pygments__pygments.27649ebb.combine_file__4tfaw0zk,swesmith/pygments__pygments.27649ebb,t15_repo_patch,4,5056,0.4,learnable,core,True,True,103830,swe_smith,ko
luozhouyang__python-string-similarity.115acaac.func_pm_ctrl_invert_if__9etjo048,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.75,learnable,core,True,True,78796,swe_smith,ko
pygments__pygments.27649ebb.combine_file__2wjtctzz,swesmith/pygments__pygments.27649ebb,t15_repo_patch,5,5055,0.4,learnable,core,True,True,466374,swe_smith,ko
pygments__pygments.27649ebb.combine_file__5xyqjwea,swesmith/pygments__pygments.27649ebb,t15_repo_patch,14,5046,0.4,learnable,core,True,True,227257,swe_smith,en
cknd__stackprinter.219fcc52.combine_file__e6q4r13i,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,1,6,0.25,learnable,core,True,True,91669,swe_smith,ko
pudo__dataset.5c2dc8d3.combine_file__rbxbmcny,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,3,56,0.6,learnable,core,True,True,80794,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__09vlzwgc,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,18,655,0.6,learnable,core,True,True,116935,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_file__f9ib0lv6,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,17,72,0.4,learnable,core,True,True,111210,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_module__kgxoavlo,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,39,50,0.75,learnable,core,True,True,111076,swe_smith,ko
joke2k__faker.8b401a7d.func_pm_remove_assign__0ugigghr,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,11,2092,0.4,learnable,core,True,True,424537,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__bjf0rr5u,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,3,208,0.4,learnable,core,True,True,553344,swe_smith,en
luozhouyang__python-string-similarity.115acaac.combine_file__cu1lt1by,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,2,16,0.4,learnable,core,True,True,79244,swe_smith,en
PyCQA__flake8.cf1542ce.combine_module__6s6gtqrd,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,2,417,0.25,learnable,core,True,True,323041,swe_smith,en
cantools__cantools.0c6a7871.combine_file__3gehs6ij,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,14,358,0.4,learnable,core,True,True,237314,swe_smith,ko
agronholm__exceptiongroup.0b4f4937.combine_module__fi1lrok7,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,35,54,0.4,learnable,core,True,True,110579,swe_smith,en
pudo__dataset.5c2dc8d3.func_basic__n8uymc7v,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,2,57,0.75,learnable,core,True,True,80147,swe_smith,en
pudo__dataset.5c2dc8d3.func_basic__t0vlwq3i,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,1,58,0.75,learnable,core,True,True,79901,swe_smith,en
cknd__stackprinter.219fcc52.combine_file__9dca7cdg,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,4,3,0.25,learnable,core,True,True,91836,swe_smith,en
PyCQA__flake8.cf1542ce.func_basic__6fn1rne9,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,1,418,0.75,learnable,core,True,True,255210,swe_smith,en
cantools__cantools.0c6a7871.combine_file__1q8tw1rk,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,12,360,0.6,learnable,core,True,True,127165,swe_smith,ko
pyupio__safety.7654596b.combine_file__ka0pk878,swesmith/pyupio__safety.7654596b,t15_repo_patch,11,107,0.6,learnable,core,True,True,126495,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__366dyxhy,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,172,501,0.25,learnable,core,True,True,533826,swe_smith,en
cknd__stackprinter.219fcc52.combine_file__jnvikixw,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,2,5,0.4,learnable,core,True,True,91514,swe_smith,ko
Suor__funcy.207a7810.combine_file__hrj9q0oi,swesmith/Suor__funcy.207a7810,t15_repo_patch,7,196,0.4,learnable,core,True,True,137121,swe_smith,en
pudo__dataset.5c2dc8d3.combine_file__hp5yoq5o,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,3,56,0.75,learnable,core,True,True,79890,swe_smith,ko
jaraco__inflect.c079a96a.func_basic__dub3lvb3,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,5,145,0.75,learnable,core,True,True,187292,swe_smith,en
pyupio__safety.7654596b.combine_file__ql1q2but,swesmith/pyupio__safety.7654596b,t15_repo_patch,6,112,0.6,learnable,core,True,True,266751,swe_smith,ko
bottlepy__bottle.a8dfef30.combine_file__zau84fwc,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,20,345,0.4,learnable,core,True,True,361538,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_file__xwviazi8,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,2,266,0.6,learnable,core,True,True,130931,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__d063c1f4,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,2,266,0.25,learnable,core,True,True,119838,swe_smith,ko
Cog-Creators__Red-DiscordBot.33e0eac7.combine_file__d97cxah7,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,3,265,0.4,learnable,core,True,True,259324,swe_smith,ko
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__0gr72zo5,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,1,259,0.4,learnable,core,True,True,538450,swe_smith,ko
oauthlib__oauthlib.1fd52536.combine_file__1o3hm5l5,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,1,672,0.75,learnable,core,True,True,128780,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__7dxlw6wk,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,5,263,0.4,learnable,core,True,True,121154,swe_smith,ko
Suor__funcy.207a7810.combine_file__3cucpzij,swesmith/Suor__funcy.207a7810,t15_repo_patch,9,194,0.4,learnable,core,True,True,137345,swe_smith,en
pyupio__safety.7654596b.combine_file__n8yceun2,swesmith/pyupio__safety.7654596b,t15_repo_patch,5,113,0.6,learnable,core,True,True,126963,swe_smith,ko
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__886ywrvb,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,3,265,0.4,learnable,core,True,True,262370,swe_smith,en
bottlepy__bottle.a8dfef30.func_basic__0mk0h5g4,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,88,277,0.75,learnable,core,True,True,250561,swe_smith,en
Knio__dominate.9082227e.func_pm_class_rm_base__44pnxlan,swesmith/Knio__dominate.9082227e,t15_repo_patch,1,64,0.75,learnable,core,True,True,91764,swe_smith,en
pygments__pygments.27649ebb.combine_file__3pcclc7e,swesmith/pygments__pygments.27649ebb,t15_repo_patch,208,4852,0.25,learnable,core,True,True,476837,swe_smith,ko
Knio__dominate.9082227e.combine_file__lfhwmvs5,swesmith/Knio__dominate.9082227e,t15_repo_patch,2,63,0.6,learnable,core,True,True,91558,swe_smith,en
luozhouyang__python-string-similarity.115acaac.func_pm_ctrl_shuffle__lb0gs3i9,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.75,learnable,core,True,True,78380,swe_smith,ko
oauthlib__oauthlib.1fd52536.combine_file__8424hlua,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,1,672,0.75,learnable,core,True,True,135104,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__mkemzpwf,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,5,206,0.4,learnable,core,True,True,263332,swe_smith,en
cknd__stackprinter.219fcc52.combine_file__ewv5rmhm,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,2,5,0.25,learnable,core,True,True,90893,swe_smith,en
pudo__dataset.5c2dc8d3.func_pm_ctrl_shuffle__p8zgf1es,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,4,55,0.6,learnable,core,True,True,80171,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__7ymo4qe1,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,7,666,0.4,learnable,core,True,True,254129,swe_smith,en
luozhouyang__python-string-similarity.115acaac.func_pm_ctrl_shuffle__18ll59ds,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.6,learnable,core,True,True,78321,swe_smith,ko
bottlepy__bottle.a8dfef30.combine_file__ahufnyv5,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,13,352,0.4,learnable,core,True,True,361204,swe_smith,ko
agronholm__exceptiongroup.0b4f4937.combine_file__5f69j6zc,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,41,48,0.6,learnable,core,True,True,110168,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_module__mkpnzqei,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,83,6,0.25,learnable,core,True,True,110402,swe_smith,en
pudo__dataset.5c2dc8d3.func_pm_remove_cond__27go465n,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,1,58,0.75,learnable,core,True,True,79964,swe_smith,en
pyupio__safety.7654596b.combine_module__2yi6sviw,swesmith/pyupio__safety.7654596b,t15_repo_patch,4,114,0.25,learnable,core,True,True,270784,swe_smith,en
mahmoud__boltons.3bfcfdd0.combine_file__7nlifqzn,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,2,410,0.4,learnable,core,True,True,224945,swe_smith,en
cknd__stackprinter.219fcc52.combine_file__5zghcl1w,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,2,5,0.25,learnable,core,True,True,91877,swe_smith,en
pyupio__safety.7654596b.combine_module__0yki9jlr,swesmith/pyupio__safety.7654596b,t15_repo_patch,5,113,0.4,learnable,core,True,True,266612,swe_smith,en
bottlepy__bottle.a8dfef30.func_basic__5bhwl4uv,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,1,364,0.6,learnable,core,True,True,248671,swe_smith,ko
pygments__pygments.27649ebb.combine_file__2ss46tv5,swesmith/pygments__pygments.27649ebb,t15_repo_patch,32,5028,0.25,learnable,core,True,True,111870,swe_smith,en
pygments__pygments.27649ebb.combine_file__5qtxjczz,swesmith/pygments__pygments.27649ebb,t15_repo_patch,28,5032,0.6,learnable,core,True,True,102375,swe_smith,en
luozhouyang__python-string-similarity.115acaac.func_pm_ctrl_shuffle__llhbww8d,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.75,learnable,core,True,True,78441,swe_smith,ko
Knio__dominate.9082227e.func_basic__6sweuh5e,swesmith/Knio__dominate.9082227e,t15_repo_patch,1,64,0.75,learnable,core,True,True,91393,swe_smith,ko
agronholm__typeguard.b6a7e438.combine_file__mql4ka0r,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,77,333,0.4,learnable,core,True,True,251801,swe_smith,en
luozhouyang__python-string-similarity.115acaac.func_pm_ctrl_shuffle__7bxevwv5,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,2,16,0.75,learnable,core,True,True,79016,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__0hkl0pea,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,172,501,0.4,learnable,core,True,True,546288,swe_smith,en
luozhouyang__python-string-similarity.115acaac.func_basic__kowr5xy4,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.75,learnable,core,True,True,78468,swe_smith,ko
oauthlib__oauthlib.1fd52536.combine_file__1bsv3m8l,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,4,669,0.6,learnable,core,True,True,253080,swe_smith,en
Suor__funcy.207a7810.combine_file__724bnxkn,swesmith/Suor__funcy.207a7810,t15_repo_patch,6,197,0.6,learnable,core,True,True,137979,swe_smith,en
luozhouyang__python-string-similarity.115acaac.func_pm_class_rm_funcs__c79l98k5,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.4,learnable,core,True,True,78818,swe_smith,en
cantools__cantools.0c6a7871.combine_file__6x3oo3g5,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,14,358,0.4,learnable,core,True,True,140081,swe_smith,en
jaraco__inflect.c079a96a.func_basic__9lsc3k23,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,8,142,0.4,learnable,core,True,True,187202,swe_smith,en
pudo__dataset.5c2dc8d3.func_pm_ctrl_shuffle__ap17dl1l,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,2,57,0.6,learnable,core,True,True,80616,swe_smith,en
pdfminer__pdfminer.six.1a8bd2f7.combine_file__db38faiu,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,11,158,0.4,learnable,core,True,True,110082,swe_smith,ko
luozhouyang__python-string-similarity.115acaac.func_pm_ctrl_invert_if__odyebhcy,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.4,learnable,core,True,True,79001,swe_smith,en
agronholm__typeguard.b6a7e438.combine_file__uhb3sa6z,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,6,450,0.25,learnable,core,True,True,121996,swe_smith,ko
agronholm__exceptiongroup.0b4f4937.combine_module__a6ta2od9,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,63,26,0.4,learnable,core,True,True,110065,swe_smith,ko
agronholm__exceptiongroup.0b4f4937.combine_module__9pv57301,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,5,84,0.6,learnable,core,True,True,110459,swe_smith,ko
pygments__pygments.27649ebb.combine_file__1uyxj5ej,swesmith/pygments__pygments.27649ebb,t15_repo_patch,15,5045,0.4,learnable,core,True,True,449312,swe_smith,en
joke2k__faker.8b401a7d.func_pm_class_rm_funcs__cqdxidw3,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,5,2098,0.4,learnable,core,True,True,102358,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__535wueez,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,2,266,0.6,learnable,core,True,True,120974,swe_smith,en
jd__tenacity.0d40e76f.combine_file__wig9ao0c,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,2,121,0.75,learnable,core,True,True,159877,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_file__ap097ezd,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,17,72,0.25,learnable,core,True,True,111044,swe_smith,en
Cog-Creators__Red-DiscordBot.33e0eac7.combine_file__9gfdmym0,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,5,263,0.75,learnable,core,True,True,122701,swe_smith,en
joke2k__faker.8b401a7d.combine_module__ojfqafk1,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,7,2096,0.4,learnable,core,True,True,97071,swe_smith,en
Knio__dominate.9082227e.func_basic__3j8c0kj7,swesmith/Knio__dominate.9082227e,t15_repo_patch,2,63,0.75,learnable,core,True,True,91250,swe_smith,en
bottlepy__bottle.a8dfef30.func_basic__5ygt4477,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,7,358,0.6,learnable,core,True,True,361324,swe_smith,en
pudo__dataset.5c2dc8d3.func_basic__unvpw8ok,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,1,58,0.4,learnable,core,True,True,80938,swe_smith,en
oauthlib__oauthlib.1fd52536.combine_file__8711slta,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,25,648,0.4,learnable,core,True,True,545943,swe_smith,ko
PyCQA__flake8.cf1542ce.combine_module__pejl71qq,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,4,415,0.4,learnable,core,True,True,322833,swe_smith,ko
cknd__stackprinter.219fcc52.combine_file__3mb4yuht,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,2,5,0.25,learnable,core,True,True,92198,swe_smith,en
agronholm__typeguard.b6a7e438.combine_module__2d6wtqog,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,7,403,0.25,learnable,core,True,True,285646,swe_smith,ko
pygments__pygments.27649ebb.combine_file__424kk7ef,swesmith/pygments__pygments.27649ebb,t15_repo_patch,7,5053,0.4,learnable,core,True,True,112103,swe_smith,en
jd__tenacity.0d40e76f.combine_module__31gyysk9,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,15,108,0.75,learnable,core,True,True,97848,swe_smith,en
bottlepy__bottle.a8dfef30.func_basic__626yp9sn,swesmith/bottlepy__bottle.a8dfef30,t15_repo_patch,31,334,0.75,learnable,core,True,True,253664,swe_smith,en
joke2k__faker.8b401a7d.func_pm_op_swap__yc8agswj,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,3,2100,0.6,learnable,core,True,True,199792,swe_smith,en
pygments__pygments.27649ebb.combine_file__10iyw9d8,swesmith/pygments__pygments.27649ebb,t15_repo_patch,8,5052,0.4,learnable,core,True,True,221293,swe_smith,ko
pudo__dataset.5c2dc8d3.combine_file__emn854d9,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,3,56,0.6,learnable,core,True,True,80282,swe_smith,ko
cantools__cantools.0c6a7871.combine_file__4j1ah2s3,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,57,315,0.75,learnable,core,True,True,213050,swe_smith,ko
pygments__pygments.27649ebb.combine_file__0amjfhxw,swesmith/pygments__pygments.27649ebb,t15_repo_patch,102,4958,0.75,learnable,core,True,True,439400,swe_smith,en
agronholm__typeguard.b6a7e438.combine_file__y7fbfgvb,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,185,271,0.4,learnable,core,True,True,123219,swe_smith,ko
jaraco__inflect.c079a96a.func_basic__20t8s193,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,1,149,0.75,learnable,core,True,True,186728,swe_smith,ko
joke2k__faker.8b401a7d.combine_module__5t5xnt2a,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,4,2099,0.4,learnable,core,True,True,267442,swe_smith,en
Suor__funcy.207a7810.combine_file__k7uqr3fm,swesmith/Suor__funcy.207a7810,t15_repo_patch,3,200,0.4,learnable,core,True,True,102021,swe_smith,en
Knio__dominate.9082227e.func_basic__resw7g2k,swesmith/Knio__dominate.9082227e,t15_repo_patch,1,64,0.75,learnable,core,True,True,91703,swe_smith,en
pyupio__safety.7654596b.combine_file__3oso2p08,swesmith/pyupio__safety.7654596b,t15_repo_patch,23,95,0.4,learnable,core,True,True,265353,swe_smith,en
jd__tenacity.0d40e76f.combine_file__69rgwhxp,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,99,24,0.25,learnable,core,True,True,157508,swe_smith,ko
pyupio__safety.7654596b.combine_module__32hpo3aj,swesmith/pyupio__safety.7654596b,t15_repo_patch,23,95,0.4,learnable,core,True,True,550572,swe_smith,en
jaraco__inflect.c079a96a.func_basic__5u2jk6g0,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,4,146,0.75,learnable,core,True,True,186700,swe_smith,ko
Cog-Creators__Red-DiscordBot.33e0eac7.combine_file__5x7jn623,swesmith/Cog-Creators__Red-DiscordBot.33e0eac7,t15_repo_patch,5,261,0.4,learnable,core,True,True,272852,swe_smith,ko
mahmoud__boltons.3bfcfdd0.combine_file__mn4lzmb4,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,3,409,0.4,learnable,core,True,True,234324,swe_smith,ko
agronholm__exceptiongroup.0b4f4937.combine_file__mw63j2hd,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,28,61,0.25,learnable,core,True,True,110570,swe_smith,en
agronholm__exceptiongroup.0b4f4937.combine_module__nfx0d1jk,swesmith/agronholm__exceptiongroup.0b4f4937,t15_repo_patch,4,85,0.6,learnable,core,True,True,110795,swe_smith,ko
luozhouyang__python-string-similarity.115acaac.func_basic__6nnrxgue,swesmith/luozhouyang__python-string-similarity.115acaac,t15_repo_patch,1,17,0.6,learnable,core,True,True,78668,swe_smith,ko
pudo__dataset.5c2dc8d3.func_pm_remove_loop__orpgrfog,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,5,54,0.6,learnable,core,True,True,80604,swe_smith,en
agronholm__typeguard.b6a7e438.combine_module__5heps2jl,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,74,336,0.4,learnable,core,True,True,251236,swe_smith,en
mahmoud__boltons.3bfcfdd0.combine_file__c5rs0ihw,swesmith/mahmoud__boltons.3bfcfdd0,t15_repo_patch,1,411,0.6,learnable,core,True,True,225294,swe_smith,ko
pyupio__safety.7654596b.combine_module__0xpuor70,swesmith/pyupio__safety.7654596b,t15_repo_patch,7,111,0.25,learnable,core,True,True,135082,swe_smith,en
cknd__stackprinter.219fcc52.combine_file__tl1vgxi2,swesmith/cknd__stackprinter.219fcc52,t15_repo_patch,2,5,0.4,learnable,core,True,True,91130,swe_smith,ko
oauthlib__oauthlib.1fd52536.combine_file__3robnlss,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,8,665,0.6,learnable,core,True,True,262555,swe_smith,en
joke2k__faker.8b401a7d.func_pm_remove_assign__1h0vktjt,swesmith/joke2k__faker.8b401a7d,t15_repo_patch,3,2100,0.4,learnable,core,True,True,123195,swe_smith,en
Knio__dominate.9082227e.combine_file__c41n4t58,swesmith/Knio__dominate.9082227e,t15_repo_patch,6,59,0.4,learnable,core,True,True,91787,swe_smith,ko
jaraco__inflect.c079a96a.func_basic__22egpvdf,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,8,142,0.4,learnable,core,True,True,187021,swe_smith,ko
PyCQA__flake8.cf1542ce.combine_file__vyjnqkfm,swesmith/PyCQA__flake8.cf1542ce,t15_repo_patch,1,418,0.75,learnable,core,True,True,243850,swe_smith,ko
oauthlib__oauthlib.1fd52536.combine_file__4h1qcza1,swesmith/oauthlib__oauthlib.1fd52536,t15_repo_patch,39,634,0.25,learnable,core,True,True,265213,swe_smith,ko
pygments__pygments.27649ebb.combine_file__2y51dv20,swesmith/pygments__pygments.27649ebb,t15_repo_patch,13,5047,0.4,learnable,core,True,True,105817,swe_smith,en
jd__tenacity.0d40e76f.combine_file__x5zc4xb6,swesmith/jd__tenacity.0d40e76f,t15_repo_patch,3,120,0.6,learnable,core,True,True,119542,swe_smith,ko
pudo__dataset.5c2dc8d3.func_basic__r1lam6h6,swesmith/pudo__dataset.5c2dc8d3,t15_repo_patch,2,57,0.75,learnable,core,True,True,79909,swe_smith,ko
jaraco__inflect.c079a96a.func_basic__f7pk0kv1,swesmith/jaraco__inflect.c079a96a,t15_repo_patch,18,132,0.4,learnable,core,True,True,186508,swe_smith,ko
pdfminer__pdfminer.six.1a8bd2f7.combine_file__4rq2q24o,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,77,92,0.75,learnable,core,True,True,236166,swe_smith,en
pyupio__safety.7654596b.combine_module__3xluiksy,swesmith/pyupio__safety.7654596b,t15_repo_patch,14,104,0.4,learnable,core,True,True,265128,swe_smith,en
pdfminer__pdfminer.six.1a8bd2f7.combine_file__d1phgeou,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,54,115,0.4,learnable,core,True,True,444507,swe_smith,ko
pdfminer__pdfminer.six.1a8bd2f7.combine_file__lum5he2b,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,46,123,0.4,learnable,core,True,True,233477,swe_smith,ko
pdfminer__pdfminer.six.1a8bd2f7.combine_file__aj8swz81,swesmith/pdfminer__pdfminer.six.1a8bd2f7,t15_repo_patch,50,119,0.75,learnable,core,True,True,227467,swe_smith,en
cantools__cantools.0c6a7871.combine_file__07xdw34c,swesmith/cantools__cantools.0c6a7871,t15_repo_patch,25,347,0.4,learnable,core,True,True,209919,swe_smith,en
agronholm__typeguard.b6a7e438.combine_file__fv02zs19,swesmith/agronholm__typeguard.b6a7e438,t15_repo_patch,185,271,0.25,learnable,core,True,True,269395,swe_smith,en
